CATE_real,CATE_estimado,cubre
7.18237299040634,6.35011043814457,0
9.49173912016349,6.92601479389133,0
7.36849346544155,5.15010094113884,0
3.66961954262676,2.62292672078182,0
3.54124829133889,3.84941963666263,1
-0.694068369310864,3.19735459496488,0
8.85691300795562,7.16562715292991,0
3.22602927399349,4.08875602525088,1
8.31977958293446,6.98491675974952,0
9.72222952736297,7.40763315040372,0
-5.42833245156611,-0.413350283405525,0
4.36559682062098,4.06799303318286,1
-3.39412325800765,1.00816008113677,0
-6.21332572873436,0.443352170104592,0
0.504318643302494,0.255371202821421,1
1.56727970846957,2.816274934934,0
-3.92532043793439,-1.00572837221151,0
8.33470617884632,6.75299426202103,0
6.12318674519097,4.40643162043387,0
3.6310974485822,3.6343032544627,1
8.61035970507091,6.1460207481797,0
2.83407974777296,2.3485281191631,1
-8.13165375826349,-0.211679624531371,0
4.04087538916199,3.41006182476136,0
5.90606487116615,6.27637426703438,1
1.06254465373593,0.206249764603723,1
3.3704624945524,2.31823481029332,0
3.36582078160697,3.9244399620232,1
2.96236790651349,2.20589191956013,1
0.255145749248362,0.989673578317963,1
7.07228520878545,4.08744301435542,0
9.54074426771735,7.98661132375276,0
-3.57465900918693,0.335077438033784,0
2.05895387156274,2.95971501471568,0
0.321348475816386,1.87420164239717,0
6.71651648695918,4.60593290932601,0
-5.18805178337295,-0.103035306282182,0
-4.56707349602937,-0.792077908125727,0
5.89893519718533,3.48369370636645,0
-6.90550523890465,-0.880305744858062,0
5.59792990300877,3.63032059648417,0
9.18441016859881,7.44601560440376,0
-6.80441576515494,-0.701033843674673,0
2.16965434797896,3.63539516946728,0
1.63934220635101,3.81049313286316,0
5.36814973377198,4.05628701351172,0
3.04515595072102,2.09413510790288,0
3.96726573862803,3.70814863230479,1
5.70556060769763,3.76663772792474,0
3.5843509144526,5.04453314902228,1
8.31301581765565,6.80597366470599,1
6.98805451638332,6.34170961801054,1
7.9152500964663,6.1933879215941,0
-5.77113861570539,1.02187769521202,0
-4.52366847668685,-0.0803089694121357,0
7.52086008491986,6.08192020027152,0
8.47880403133891,6.75294558312573,0
7.9063866875609,5.69566223871617,0
2.98615509278708,1.12987439488669,0
8.90154358686854,8.04782332506475,1
-6.30868190132577,1.23786585972893,0
7.1484870351683,5.60991626381422,0
3.93768658215949,3.95217987987164,1
-0.134766619043951,0.99327866861885,1
7.57824586965218,6.19808530713942,0
1.85078698577898,0.897748252412175,1
8.07997966987388,7.19478571226511,0
4.67208952999258,4.21062984683281,1
-1.98751319077354,0.600718233317887,0
4.41069075622731,2.67752139572914,0
4.50393127081669,2.90764365881276,0
0.318815881769087,2.94875350599673,0
2.4753231446536,3.20923991087822,1
2.18054577321471,2.86265918050527,1
5.22915844906892,4.63959731600971,0
