CATE_real,CATE_estimado,cubre
7.18237299040634,7.33205781068375,1
9.49173912016349,8.25465579768897,1
7.36849346544155,6.18983301650072,1
3.66961954262676,1.10031542085871,0
3.54124829133889,3.82357617425336,1
-0.694068369310864,2.19096094530345,0
8.85691300795562,8.95940618835705,1
3.22602927399349,2.64516970044123,1
8.31977958293446,8.91021823887716,1
9.72222952736297,9.28112637780549,1
-5.42833245156611,-2.84671865281162,1
4.36559682062098,3.19037711654991,1
-3.39412325800765,-2.24855196338979,1
-6.21332572873436,-2.40550833327301,0
0.504318643302494,-0.000528827782073193,1
1.56727970846957,1.72350951284868,1
-3.92532043793439,-3.46508155591693,1
8.33470617884632,8.90674106958776,1
6.12318674519097,6.11159943567168,1
3.6310974485822,3.33220623921937,1
8.61035970507091,9.27056418249266,1
2.83407974777296,-1.09956370018042,0
-8.13165375826349,-3.30904497691239,0
4.04087538916199,3.92746312392366,1
5.90606487116615,6.02467647820219,1
1.06254465373593,-0.0624307931645092,1
3.3704624945524,3.80109489731602,1
3.36582078160697,3.67694642494872,1
2.96236790651349,2.79245485683022,1
0.255145749248362,-0.260696925420014,1
7.07228520878545,7.72731114482286,1
9.54074426771735,9.47125208648173,1
-3.57465900918693,-1.07758649502621,0
2.05895387156274,2.43626400579284,1
0.321348475816386,1.76952637878264,1
6.71651648695918,6.18817729205901,1
-5.18805178337295,-2.81085762276994,0
-4.56707349602937,-3.66775329973524,1
5.89893519718533,5.17629697217509,1
-6.90550523890465,-3.10242872675541,0
5.59792990300877,5.43252499162294,1
9.18441016859881,7.16159927157946,0
-6.80441576515494,-4.79040231820619,1
2.16965434797896,2.49773955469103,1
1.63934220635101,2.83645237081596,1
5.36814973377198,5.95689095586614,1
3.04515595072102,3.41645424153762,1
3.96726573862803,4.71796161530683,1
5.70556060769763,5.49012745792717,1
3.5843509144526,4.0911188268339,1
8.31301581765565,8.13297061263994,1
6.98805451638332,6.59072345420763,1
7.9152500964663,7.69536590390732,1
-5.77113861570539,-0.961949700759497,0
-4.52366847668685,-3.03204322559921,1
7.52086008491986,7.62449935679831,1
8.47880403133891,7.5281756657081,1
7.9063866875609,7.7470022029623,1
2.98615509278708,-0.801886191831262,0
8.90154358686854,6.89678929413385,0
-6.30868190132577,-2.73096896750427,1
7.1484870351683,6.3883318686333,1
3.93768658215949,3.04223392763277,1
-0.134766619043951,-0.313014551554703,1
7.57824586965218,7.6048698439079,1
1.85078698577898,1.52908895098836,1
8.07997966987388,6.62441763201435,1
4.67208952999258,3.3675699160209,1
-1.98751319077354,-0.85969573686444,1
4.41069075622731,3.57476096291708,1
4.50393127081669,4.92385998773251,1
0.318815881769087,2.29505917839654,1
2.4753231446536,2.46560969334886,1
2.18054577321471,2.37422553992569,1
5.22915844906892,3.67311446889752,1
6.62361814195381,5.47913492959632,1
5.49439172042657,3.74273588749821,0
8.0143398519338,5.84143578012942,1
2.16189007626231,2.99260737964739,1
3.51979220700456,2.85662357912638,1
5.79000335523451,5.39441017820891,1
9.22966574052327,8.35822036220403,1
7.20683139171492,7.77608424247433,1
2.08952644462343,3.21122367673884,1
3.85237242801985,4.38142993406221,1
6.03965717808632,4.94008105119832,1
9.36741793938836,9.13676818940309,1
9.47319797298555,9.36455483556663,1
5.54133612250396,4.7309114606845,1
10.5490721105949,10.7459607092273,1
4.72383699950888,3.40342620211098,1
8.07080023554764,7.71198670292444,1
8.27820169795908,7.08840394224911,1
10.1606112796449,8.92533461959903,1
6.68526439319064,6.58119135266244,1
9.56902486964059,8.78714637865516,1
6.46397233804977,5.22393441661639,1
8.47826851744892,7.10724906324493,1
3.36692682604456,2.89653197384818,1
4.36434505118471,3.45576942356152,1
3.53071299162862,2.8743718116653,1
-0.813127369053984,-0.909636923488842,1
3.5632615660994,4.74438588452908,1
5.68134265856025,5.0600777870264,1
3.1050412264223,2.10286793639243,1
-0.00581361056816654,1.19051598169041,1
2.13099560677329,3.41130913998219,1
0.837303205407906,0.0122481448417311,1
3.88114604100188,0.90024450409574,0
7.26317405021264,4.75536684674956,0
-2.5837694893597,-3.08648745280289,1
3.89033235900876,4.33955814697185,1
9.13435069789395,9.44713555563316,1
4.08338996033126,3.79212126149236,1
2.47959299398894,2.24879093048332,1
5.61225940299577,4.40856836865028,1
9.50960628148147,8.02474585902191,1
4.90509084615183,3.99032572672362,1
9.32331376107903,9.39650299471893,1
-1.27316649077848,0.0345141071098425,1
9.49631653261518,8.24677263662462,1
1.96746396820982,2.58085412860693,1
-2.271557733042,-3.35398498658981,1
7.93870791830383,7.88869996210995,1
1.80762966792872,2.80746991377553,1
7.56428375692977,7.9461609306375,1
1.66107497532798,3.00149976334849,1
5.32276309572235,4.80684485225511,1
3.34003653835666,2.79929319366782,1
1.99715660635036,0.566923839662399,1
3.39713806543532,2.20820483622466,1
2.76811875010661,1.95274132703151,1
3.65971506475149,2.75563102642566,1
3.2380768145424,2.01287383823537,1
3.81172537868985,2.30114224998254,1
1.84575502710983,1.96703008156385,1
6.49575575259318,4.98667522486508,1
4.85074060780146,3.48121848941402,1
6.89633162553606,6.89874467941174,1
8.27220569034954,8.02344937732982,1
9.62588879220985,9.70124189905838,1
8.04105404455188,8.37959720347856,1
-0.0659054624350404,0.693455024710369,1
6.41287513320964,5.5636452341478,1
0.815147169218175,-0.549961706827842,1
6.27920320875657,4.88396155713765,1
1.81708609281343,-0.947717415021231,0
3.64700324387149,2.72081966425696,1
0.950493299942094,0.795914188693001,1
5.63897631751325,5.10226394041793,1
3.72416154048456,3.87168117932674,1
8.91775115440245,9.19570194943661,1
4.55695887695799,3.0921737980757,1
9.824761309363,9.5810165013198,1
7.71439162722112,7.4373820722829,1
4.29695972986344,4.46320138324086,1
-1.67626083881202,-0.409182703355823,1
4.54407597658879,3.25356539615301,1
1.7494160439221,1.3650417241351,1
2.36994188172807,1.64949575895498,1
2.37750445930029,2.49555588591448,1
4.66343325589763,3.66097755876849,1
8.81968632396834,9.0860203553218,1
2.28582100679674,0.916209049048721,1
1.78852509605913,0.93969120242687,1
6.91235639759554,7.41514314208534,1
9.77992941844183,10.1153769691269,1
7.20745449651973,6.98897508971951,1
6.18000179660211,4.94990412013214,1
8.48639313045879,8.02888131785283,1
8.13550513765387,6.77281529011723,1
8.86579154913565,8.38590347407796,1
5.81077052817368,3.95699670525309,0
6.9830260106969,5.27343045645766,0
5.21436725469311,5.35888610390024,1
8.43410982746061,6.82681824751696,0
6.34302779285573,5.67866940577842,1
9.19881051663283,9.45439251132783,1
6.1849357486711,5.51967706232223,1
2.12520726644263,0.498105101383819,1
9.93834146621825,9.8580964286226,1
4.9066342671677,4.54343121098953,1
6.56803890225062,5.44898494987358,1
-0.695941398819194,-0.659940754150233,1
2.59056383080601,2.79811337602804,1
4.33985836219915,3.9281088202436,1
6.37084910187936,6.28145588365586,1
0.752746514454417,-0.624106101449255,1
-2.687277765066,-2.11828844413668,1
8.33265049306589,8.78901201564578,1
-0.0437385524786169,-0.813042792730096,1
5.01587575351003,3.79687364894691,1
-5.12774354447832,-2.46517152666206,0
8.44185340225901,9.03356120265197,1
6.29676765816936,4.67943229396858,0
4.67005489481087,4.45592891753481,1
10.2168256882215,7.81049528389003,0
6.16150041674999,5.69711184861056,1
7.70958119652321,6.47125102740607,1
8.79825608622167,8.67430003885289,1
-3.86777419869485,-3.61532225936204,1
7.02495639109435,5.68438000920289,1
2.33332831313841,1.62710703729221,1
2.44802493032499,1.85053957883143,1
-3.9139823073285,-3.75645549674315,1
7.8253872241739,7.49568214134031,1
5.71579232520206,5.50737424127444,1
3.62694246972249,3.1324641175912,1
3.06521155710957,3.04387402501667,1
0.451052675098968,-0.618869533211042,1
2.72650683952669,2.72888860105635,1
6.3457245084786,5.76836216120756,1
3.05813228552336,2.67655803113447,1
9.26650635939804,9.18181152082875,1
9.64677696364886,9.84188879687635,1
-3.82153853273192,-2.58994846175728,1
5.68185279825709,6.02786127926429,1
5.04855020610002,4.05022759906759,1
1.76489998607642,-0.505079277580197,0
-7.53124087058527,-5.40561644986902,0
-0.652457852569338,-1.42942947743166,1
7.09491737159256,7.69294464724607,1
3.6271035374475,2.35366537648077,1
5.76356463051813,4.36740465032569,1
8.86387442174625,6.89003246652603,1
5.22326461147582,4.28709490752693,1
6.10724311579825,5.48886101395025,1
7.25968655913065,5.92374246209577,1
4.93690740044267,3.2971174297762,1
5.69281520731912,4.70838517348555,1
4.00524391638003,2.29492107860988,0
8.53824320014458,8.28248878636074,1
8.94103106307709,9.02244933137817,1
5.51690800189692,5.34897217646078,1
2.88153361184953,3.39958564711903,1
5.25798919878372,3.70476586301062,1
8.65960880778844,7.92349893396334,1
4.33067237699273,0.74067592356538,0
5.84491705052776,6.31079978902515,1
1.15860796828272,3.57378670861349,1
9.43037899147842,7.69045156490488,1
8.15604643227573,7.97850681189691,1
7.65987282340625,7.89580401831279,1
-5.00888729206222,-2.34979797978396,1
-3.54730952731771,0.500695388646175,0
-5.89231844488546,-2.63893330742733,0
-0.357078852690869,3.20246111815326,0
-2.82266827411692,0.971187454632155,0
6.24408949107522,6.9674309066706,1
9.86931402885127,9.20985418511323,1
-2.93830004716192,1.26282521516784,0
2.97900907674932,5.02836984847059,1
8.56663726414247,6.89068767444222,1
-6.70088248316036,-2.58412575593149,0
3.7658178851368,5.24058095540077,1
7.78671992500155,6.68458429938942,1
-6.22548827597485,-1.28469576810022,0
-1.19839757940976,-0.881255017254432,1
7.83555976148438,7.17053249626145,1
